decision_id,title,agenda_no,meeting_type,decision_type,decision_date,detail_url
7219,,,,심의ㆍ의결,,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7219&type=HTML&mobileYn=
8619,「의료법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-393호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8619&type=HTML&mobileYn=
8633,「국민건강보험법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-388호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8633&type=HTML&mobileYn=
8647,「자동차손해배상 보장법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-407호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8647&type=HTML&mobileYn=
8613,「규제자유특구 및 지역특화발전특구에 관한 규제특례법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-386호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8613&type=HTML&mobileYn=
8627,「우체국창구업무의 위탁에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-391호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8627&type=HTML&mobileYn=
8635,「초고층 및 지하연계 복합건축물 재난관리에 관한 특별법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-405호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8635&type=HTML&mobileYn=
8649,「철도안전법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-410호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8649&type=HTML&mobileYn=
8661,「방위사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-413호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8661&type=HTML&mobileYn=
8999,「전파법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-212-419호,제 2 소 위 원 회,심의ㆍ의결,2024-06-12,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8999&type=HTML&mobileYn=
8821,「국가유공자 등 예우 및 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-391호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8821&type=HTML&mobileYn=
6579,「한국교직원공제회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-397호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6579&type=HTML&mobileYn=
6825,「제대군인지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-388호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6825&type=HTML&mobileYn=
6839,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-390호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6839&type=HTML&mobileYn=
8557,「지속가능한 연근해어업 발전법」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-387호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8557&type=HTML&mobileYn=
6843,「보훈보상대상자 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-393호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6843&type=HTML&mobileYn=
8815,「보훈보상대상자 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-393호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8815&type=HTML&mobileYn=
8813,「국가인권위원회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-383호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8813&type=HTML&mobileYn=
8809,「제대군인지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-388호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8809&type=HTML&mobileYn=
6827,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-389호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6827&type=HTML&mobileYn=
6833,「특수임무유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-394호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6833&type=HTML&mobileYn=
8817,「독립유공자예우에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-392호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8817&type=HTML&mobileYn=
8553,「한국교직원공제회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-397호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8553&type=HTML&mobileYn=
6841,「국가유공자 등 예우 및 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-391호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6841&type=HTML&mobileYn=
8819,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-390호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8819&type=HTML&mobileYn=
6835,「국가인권위원회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-383호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6835&type=HTML&mobileYn=
6573,「지속가능한 연근해어업 발전법」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-387호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6573&type=HTML&mobileYn=
8807,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-389호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8807&type=HTML&mobileYn=
6837,「독립유공자예우에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-392호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6837&type=HTML&mobileYn=
8811,「특수임무유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-211-394호,제 2 소 위 원 회,심의ㆍ의결,2024-05-29,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8811&type=HTML&mobileYn=
6765,「전기통신사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-332호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6765&type=HTML&mobileYn=
6791,「영유아보육법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-344호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6791&type=HTML&mobileYn=
6771,「노인장기요양보험법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-322호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6771&type=HTML&mobileYn=
7041,「병역법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-328호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7041&type=HTML&mobileYn=
7031,「목재의 지속가능한 이용에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-319호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7031&type=HTML&mobileYn=
7037,「방문판매 등에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-321호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7037&type=HTML&mobileYn=
8207,「실종아동등의 발견 및 유전자검사 등에 관한 규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-382호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8207&type=HTML&mobileYn=
8755,「독립유공자예우에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-336호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8755&type=HTML&mobileYn=
8743,「노인장기요양보험법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-331호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8743&type=HTML&mobileYn=
9009,「목재의 지속가능한 이용에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-319호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9009&type=HTML&mobileYn=
6685,,,제 1 소 위 원 회,심의ㆍ의결,,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6685&type=HTML&mobileYn=
6683,,,제 1 소 위 원 회,심의ㆍ의결,,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6683&type=HTML&mobileYn=
6553,「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-375호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6553&type=HTML&mobileYn=
6575,「승강기산업 진흥법 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-372호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6575&type=HTML&mobileYn=
6755,「사할린동포 지원에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-323호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6755&type=HTML&mobileYn=
6601,「개의 식용목적의 사육ㆍ도살 및 유통 등 종식에 관한 특별법 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-352호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6601&type=HTML&mobileYn=
6185,「정보통신망 이용촉진 및 정보보호 등에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-374호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6185&type=HTML&mobileYn=
6193,「소방시설공사업법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-361호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6193&type=HTML&mobileYn=
8581,「취업 후 학자금 상환 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-354호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8581&type=HTML&mobileYn=
8593,「개인정보 보호법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-359호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8593&type=HTML&mobileYn=
8739,「의료급여법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-330호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8739&type=HTML&mobileYn=
8751,「독립유공자예우에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-335호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8751&type=HTML&mobileYn=
6597,「산업재산 정보의 관리 및 활용 촉진에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-350호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6597&type=HTML&mobileYn=
6583,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-345호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6583&type=HTML&mobileYn=
6205,「공익신고자 보호법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-376호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6205&type=HTML&mobileYn=
8187,「전통문화산업 진흥법 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-364호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8187&type=HTML&mobileYn=
8193,「자율주행자동차 상용화 촉진 및 지원에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-366호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8193&type=HTML&mobileYn=
8735,「사할린동포 지원에 관한 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-324호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8735&type=HTML&mobileYn=
8759,「보훈보상대상자 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-338호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8759&type=HTML&mobileYn=
9021,「산지관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-326호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9021&type=HTML&mobileYn=
9057,「경찰착용기록장치 운영 등에 관한 규정」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-325호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9057&type=HTML&mobileYn=
9129,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,제2024-009-183호,,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9129&type=HTML&mobileYn=
8659,,,제 1 소 위 원 회,심의ㆍ의결,,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8659&type=HTML&mobileYn=
6759,「노인장기요양보험법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-331호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6759&type=HTML&mobileYn=
6781,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-339호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6781&type=HTML&mobileYn=
6569,「제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-370호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6569&type=HTML&mobileYn=
8741,「전기통신사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-332호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8741&type=HTML&mobileYn=
8567,「위생용품 관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-347호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8567&type=HTML&mobileYn=
8587,「고용보험법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-360호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8587&type=HTML&mobileYn=
8583,「대기관리권역의 대기환경개선에 관한 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-356호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8583&type=HTML&mobileYn=
6615,「개인정보 보호법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-359호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6615&type=HTML&mobileYn=
6769,「국가유공자 등 예우 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-334호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6769&type=HTML&mobileYn=
6613,「고용보험법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-360호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6613&type=HTML&mobileYn=
6793,「특수임무유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-342호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6793&type=HTML&mobileYn=
6593,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-346호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6593&type=HTML&mobileYn=
7077,「경찰착용기록장치 운영 등에 관한 규정」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-325호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7077&type=HTML&mobileYn=
8185,「전통문화산업 진흥법 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-363호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8185&type=HTML&mobileYn=
8191,「철도안전법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-369호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8191&type=HTML&mobileYn=
8201,「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-375호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8201&type=HTML&mobileYn=
8733,「사할린동포 지원에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-323호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8733&type=HTML&mobileYn=
8749,「국가유공자 등 예우 및 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-333호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8749&type=HTML&mobileYn=
8761,「의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-343호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8761&type=HTML&mobileYn=
8579,「대기관리권역의 대기환경개선에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-355호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8579&type=HTML&mobileYn=
8549,「제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-370호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8549&type=HTML&mobileYn=
9015,한시적 규제유예 등 민생경제 활력 제고를 위한 23개 법령의 일부개정에 관한 총리령ㆍ부령안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-378호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9015&type=HTML&mobileYn=
6535,「112신고의 운영 및 처리에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-365호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6535&type=HTML&mobileYn=
6541,「전통문화산업 진흥법 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-364호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6541&type=HTML&mobileYn=
6773,「국가유공자 등 예우 및 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-333호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6773&type=HTML&mobileYn=
6783,「독립유공자예우에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-336호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6783&type=HTML&mobileYn=
7153,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,제2024-009-183호,,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=7153&type=HTML&mobileYn=
8167,「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-375호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8167&type=HTML&mobileYn=
8177,「공익신고자 보호법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-376호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8177&type=HTML&mobileYn=
8745,「국가유공자 등 예우 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-334호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8745&type=HTML&mobileYn=
8757,「보훈보상대상자 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-337호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8757&type=HTML&mobileYn=
8763,「참전유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-341호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8763&type=HTML&mobileYn=
8561,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-346호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8561&type=HTML&mobileYn=
8591,「폐기물관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-358호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=8591&type=HTML&mobileYn=
9019,「병역법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-328호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=9019&type=HTML&mobileYn=
6547,「도시 및 주거환경정비법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-367호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6547&type=HTML&mobileYn=
6595,「대기관리권역의 대기환경개선에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-355호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6595&type=HTML&mobileYn=
6585,「취업 후 학자금 상환 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,제2024-210-353호,제 2 소 위 원 회,심의ㆍ의결,2024-05-22,/DRF/lawService.do?OC=byoungpil.kim&target=ppc&ID=6585&type=HTML&mobileYn=
