decision_id,decision_date,document_category,title,applicant,sanction_strength,sanction_types,monetary_amount,violated_articles,case_type,raw_xml_path
957,2012-11-12,complaint_or_interpretation,관악구 CCTV 영상정보 제공 관련 법령해석 요청 건,,0,,,제18조;제58조,목적 외 이용;제3자 제공;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/957.xml
1113,2012-12-24,complaint_or_interpretation,교통영상정보 외부기관 연계ㆍ송출의 개인정보보호법 저촉 여부 질의 건,,1,개선권고,,제13조;제14조;제17조;제18조;제58조,유출·침해;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1113.xml
421,2013-05-27,complaint_or_interpretation,CCTV를 이용한 동의 없는 개인정보 수집처리에 관한 법령해석,,0,,,제18조;제24조;제25조,동의·고지 위반;목적 외 이용;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/421.xml
371,2013-10-28,complaint_or_interpretation,개인정보보호 관련 법령해석 요청 건,,0,,,제18조;제6조,목적 외 이용;제3자 제공,/home/bpkim/pipc/data/raw/decisions/371.xml
377,2014-01-13,complaint_or_interpretation,폐업 국제결혼중개업소 이용자 신상정보 보존 관련 질의 건,,0,,,제10조;제10조의2;제10조의4;제18조;제21조;제5조;제9조,보유기간·파기 위반,/home/bpkim/pipc/data/raw/decisions/377.xml
1005,2014-05-12,complaint_or_interpretation,「개인정보 보호법」 제6조 및 제18조 관련 해석의 건 (개인정보보호위원회 심의ㆍ의결 통보사항에 대한 안전행정부의 추가질의 관련 법령해석의 건),,1,개선권고,,제10조;제11조;제13조;제14조;제15조;제18조;제1조;제21조;제22조;제23조;제24조의2;제29조;제2조;제32조;제47조;제6조;제81조의13;제82조,동의·고지 위반;목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1005.xml
1001,2014-06-09,complaint_or_interpretation,"건강보험증 송달 관련 민원처리의 건1. 주 문민원인 정OO(울산광역시 북구 거주)이 국민건강보험공단의 건강보험증 송달과 관련하여 제기한 민원에 대하여 다음과 같이 민원인에게 통지한다.“건강보험증은 우편봉투에 봉함되어 송달되고, 「우편법」에 따라 무단개봉, 훼손 등의 경우 처벌되는 등 제도적인 안전성이 마련되어 있으며, 「국세기본법」, 「고용보험 및 산업재해보상보험의 보험료징수에 등에 관한 법률」 등에서도 납세고지서, 보험료 관련 서류 등을 일반우편으로 송달할 수 있도록 허용하고 있을 뿐만 아니라, 투표안내문 등 다른 분야에서도 다수의 개인정보가 포함된 서류가 일반우편으로 송달되고 있는 사실을 감안할 때, 일반우편을 통한 건강보험증 송달이 「개인정보 보호법」을 위반한 것으로는 보기 어렵다고 할 것입니다.”2. 배 경민원인이 2014년 4월 29일 국민신문고를 통해 '국민건강보험공단이 건강보험증을 개인에게 송달함에 있어 등기우편이 아닌 일반우편으로 송달하고 있어 개선이 필요하며, 동 송달행위가 개인정보보호 관련 법령 위반이 아닌지 여부와 국민건강보험공단이 현재의 송달방법을 시정하지 않겠다고 밝혔는데 이에 대한 개인정보보호위원회의 공식적인 입장이 무엇인지’ 문의하는 내용의 민원을 제기하였다.",,0,,,제12조;제29조;제3조;제48조,유출·침해;동의·고지 위반;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1001.xml
1143,2014-09-15,complaint_or_interpretation,의무교육대상자 취학독려를 위한 개인정보 이용ㆍ제공 가능여부 질의의 건,경기도 성남교육지원청 교육장,0,,,제12조;제13조;제15조;제17조;제18조;제25조;제27조,동의·고지 위반,/home/bpkim/pipc/data/raw/decisions/1143.xml
177,2015-02-23,complaint_or_interpretation,서울특별시의 소송비용 회수를 위한 개인정보 이용 관련 질의 건,서울특별시장,0,,,제107조;제12조;제147조;제18조;제21조;제24조의2;제25조;제2조;제61조;제69조;제87조,목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/177.xml
205,2015-04-13,complaint_or_interpretation,포항시 통합관제센터 영상정보의 해병대 제1사단 제공 관련 질의 건,포항시장,0,,,제11조;제14조;제18조;제20조;제58조,영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/205.xml
171,2015-06-08,complaint_or_interpretation,경찰청의 웨어러블 카메라 사용의 개인정보보호법령상 가능여부 질의 건,경찰청장,0,,,제15조;제2조;제3조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/171.xml
189,2015-06-08,complaint_or_interpretation,안양시 교통ㆍ방범 영상정보의 경찰서ㆍ소방서ㆍ군부대 제공 관련 질의 건,안양시장,0,,,제18조;제20조;제25조;제2조;제58조,유출·침해;동의·고지 위반;영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/189.xml
203,2015-06-08,complaint_or_interpretation,경찰청의 인사 관련 개인정보 처리에 관한 질의 건,경찰청장,0,,,제100조;제102조;제143조;제15조;제18조;제19조;제24조의2;제27조;제39조;제48조;제4조;제6조;제735조의3;제8조,동의·고지 위반;민감정보·고유식별정보,/home/bpkim/pipc/data/raw/decisions/203.xml
197,2015-06-22,complaint_or_interpretation,청주시 영상정보의 방송ㆍ신문사 제공 관련 질의 건,청주시장,0,,,제18조,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/197.xml
321,2015-07-13,complaint_or_interpretation,종로구 영상정보의 국회 제공 관련 질의 건,종로구청장,0,,,제128조;제18조;제3조;제8조,유출·침해;목적 외 이용;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/321.xml
329,2015-08-24,complaint_or_interpretation,상주시 굴착공사 장소에 관한 정보의 주식회사 영남에너지서비스 제공 관련질의 건,상주시장,0,,,제2조;제3조,민감정보·고유식별정보,/home/bpkim/pipc/data/raw/decisions/329.xml
341,2015-08-24,complaint_or_interpretation,포항시 교통영상정보의 도로교통공단 제공 관련 질의 건,포항시장,0,,,제2조;제3조,유출·침해;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/341.xml
343,2015-09-14,complaint_or_interpretation,국토교통부ㆍ한국도로공사 교통사고 영상정보의 손해보험사 제공 관련 질의 건,한국교통연구원,0,,,제12조;제18조;제2조;제3조;제78조,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;처리위탁,/home/bpkim/pipc/data/raw/decisions/343.xml
337,2015-10-12,complaint_or_interpretation,시각장애인 운전면허 적성검사결과 제공 관련 질의 건,보건복지부장관,0,,,제18조;제19조;제23조;제24조;제24조의2;제32조;제45조의2;제88조;제89조,유출·침해;목적 외 이용;민감정보·고유식별정보;처리위탁,/home/bpkim/pipc/data/raw/decisions/337.xml
1059,2015-10-26,complaint_or_interpretation,경찰청의 거래대상 휴대폰/계좌번호 인터넷사기 피해신고 여부 확인 서비스 제공 관련 질의 건,경찰청장,0,,,제18조;제26조;제2조;제3조,유출·침해;목적 외 이용;처리위탁,/home/bpkim/pipc/data/raw/decisions/1059.xml
1045,2015-11-09,complaint_or_interpretation,육군 제6755부대의 대구ㆍ경북지역 통합관제센터 및 경찰 상황실 영상정보 제공에 대한 질의 건,육군 제6755부대장,0,,,제11조;제14조;제18조;제20조;제58조,영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1045.xml
1039,2015-11-23,complaint_or_interpretation,"충주시 교통, 방범 영상의 경찰서, 소방서, 군부대 제공 관련 질의 건",충주시장,0,,,제18조;제20조;제3조;제58조,유출·침해;동의·고지 위반;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1039.xml
1091,2015-12-28,complaint_or_interpretation,인천광역시 소방본부의 인천광역시 관내 영상 관련 질의 건,인천광역시,0,,,제18조;제25조,유출·침해;동의·고지 위반;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1091.xml
1087,2016-01-11,complaint_or_interpretation,쓰레기 무단투기 영상제공 관련 질의 건,동작구청장,0,,,제15조;제18조;제2조;제39조;제3조;제68조;제6조;제8조,유출·침해;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1087.xml
1097,2016-01-25,complaint_or_interpretation,대구광역시 북구청 영상정보 제공 관련 질의 건,대구광역시 북구청장,0,,,제18조;제2조;제30조;제31조;제37조;제3조;제46조;제4조,유출·침해;동의·고지 위반;안전조치 미흡;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1097.xml
1109,2016-01-25,complaint_or_interpretation,대구광역시 남구청 영상정보 제공 관련 질의 건,대구광역시 남구청장,0,,,제18조;제2조;제30조;제31조;제37조;제3조;제46조;제4조,유출·침해;동의·고지 위반;안전조치 미흡;영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1109.xml
985,2016-03-14,complaint_or_interpretation,육군 제7516부대의 경주시 통합관제센터 영상정보 제공에 대한 질의 건,육군 제7516부대장,0,,,제14조;제18조;제20조;제58조,영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/985.xml
1095,2016-04-11,complaint_or_interpretation,충청남도의 도청 소속 공무원 인사이력 도의회 제출 관련 질의 건,충청남도지사,0,,,제18조;제40조;제42조;제9조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1095.xml
1103,2016-05-09,complaint_or_interpretation,피내사자의 개인정보 제공 관련 질의 건,국민연금공단,0,,,제18조,유출·침해;목적 외 이용;제3자 제공,/home/bpkim/pipc/data/raw/decisions/1103.xml
1093,2016-06-13,complaint_or_interpretation,지방공무원 배우자의 개인정보 처리 질의 건,행정자치부장관,0,,,제10조;제11조;제18조;제2조;제45조;제49조;제4조;제76조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1093.xml
1083,2016-06-27,complaint_or_interpretation,시각장애인 운전면허 적성검사결과 제공 관련 추가 질의 건,도로교통공단이사장,0,,,제18조;제32조;제45조;제88조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1083.xml
1099,2016-07-11,complaint_or_interpretation,한국수력원자력주식회사의 자체감사를 위한 개인정보 이용ㆍ제공 관련 질의 건,한국수력원자력주식회사,3,고발,,제18조;제20조;제223조;제234조;제2조;제316조,유출·침해;동의·고지 위반;목적 외 이용;제3자 제공;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1099.xml
1101,2016-09-12,complaint_or_interpretation,고양시의 영상정보제공 관련 질의 건,고양시,0,,,제16조;제17조;제18조;제25조;제2조;제37조;제3조,안전조치 미흡;영상정보 처리;접근권한·내부통제,/home/bpkim/pipc/data/raw/decisions/1101.xml
1107,2016-09-26,complaint_or_interpretation,한국고용정보원의 연구목적을 위한 개인정보 처리 질의 건,한국고용정보원장,0,,,제13조의3;제15조;제18조;제2조;제4조,처리위탁;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1107.xml
1115,2016-10-10,complaint_or_interpretation,국가공무원 배우자의 개인정보 처리 질의 건,인사혁신처장,0,,,제10조;제11조;제18조;제2조;제45조;제49조;제4조;제76조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1115.xml
1121,2016-10-10,complaint_or_interpretation,지방공기업 임직원의 개인정보 제공 질의 건,전북개발공사,0,,,제146조;제18조;제2조;제49조;제4조;제61조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1121.xml
1117,2016-11-14,complaint_or_interpretation,부산광역시 건설안전시험사업소의 과적차량 단속정보 관련 질의 건,부산광역시 건설안전시험사업소장,0,,,제2조,민감정보·고유식별정보,/home/bpkim/pipc/data/raw/decisions/1117.xml
1131,2016-11-14,complaint_or_interpretation,쓰레기 무단투기 단속을 위한 영상 수집ㆍ이용 관련 질의 건,부산광역시 남구청장,0,,,제15조;제25조;제2조;제58조;제68조;제8조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1131.xml
1133,2017-02-13,complaint_or_interpretation,서울특별시지방경찰청의 범칙금 납부 여부 관련 질의에 관한 건,서울특별시지방경찰청장,0,,,제2조,,/home/bpkim/pipc/data/raw/decisions/1133.xml
157,2018-12-24,complaint_or_interpretation,의정부시의 영상정보처리기기 설치목적 추가를 위한 법령해석에 관한 건,의정부시장,0,,,제23조;제25조;제38조;제42조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/157.xml
227,2019-03-25,complaint_or_interpretation,동두천시의 영상정보처리기기 설치목적 추가를 위한 법령해석에 관한 건,동두천시장,0,,,제23조;제25조;제28조의2;제38조;제42조;제4조;제5조;제6조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/227.xml
221,2019-05-13,complaint_or_interpretation,고용노동부 청년구직활동지원금 사업을 위한 주민등록번호 처리 관련 법령해석에 관한 건,고용노동부장관,0,,,제14조;제24조의2;제26조;제43조의2;제6조,민감정보·고유식별정보,/home/bpkim/pipc/data/raw/decisions/221.xml
1435,2019-05-27,complaint_or_interpretation,평택시의 「찾아가는 생활민원SOS 서비스」 안내를 위한 개인정보 이용에 관한 건,평택시장,0,,,제18조;제3조;제8조;제9조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1435.xml
1377,2019-06-10,complaint_or_interpretation,한국도로공사 전북본부의 좌석안전띠 착용 검지 목적의 영상정보처리기기 설치에 대한 법령해석에 관한 건,한국도로공사 사장,0,,,제25조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1377.xml
1391,2019-06-24,complaint_or_interpretation,부산광역시의 영상정보처리기기 설치 목적 추가를 위한 법령해석에 관한 건,부산광역시장,0,,,제14조;제18조;제23조;제25조;제2조;제31조;제38조;제42조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1391.xml
1389,2019-07-22,complaint_or_interpretation,은평구의 개인영상정보 열람요구 거절 관련 법령해석에 관한 건,은평구청장,0,,,제10조;제25조;제35조;제3조;제44조;제46조;제4조,유출·침해;영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1389.xml
1399,2019-09-09,complaint_or_interpretation,광주광역시 동구의 주ㆍ정차 관련 민원업무를 위한 개인정보 이용에 관한 건,광주광역시 동구청장,0,,,제147조;제17조;제18조;제2조;제32조;제33조;제34조;제35조;제4조;제77조;제86조,유출·침해;목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1399.xml
1415,2019-09-23,complaint_or_interpretation,자동차등록번호 제공 관련 법령해석에 관한 건,㈜○○○,0,,,제10조;제15조;제17조;제27조;제2조;제31조;제5조;제69조;제7조,동의·고지 위반;제3자 제공;민감정보·고유식별정보,/home/bpkim/pipc/data/raw/decisions/1415.xml
1407,2019-11-11,complaint_or_interpretation,경찰관의 개인정보 사적 이용행위 관련 법령해석에 관한 건,전라북도지방경찰청장,0,,,제18조;제28조;제2조;제3조;제59조;제71조;제72조;제98조,유출·침해;동의·고지 위반;목적 외 이용;처리위탁,/home/bpkim/pipc/data/raw/decisions/1407.xml
1317,2019-12-09,complaint_or_interpretation,한국도로공사의 터널 내 영상정보처리기기 설치ㆍ운영 관련 법령해석에 관한 건,한국도로공사 사장,0,,,제25조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1317.xml
947,2020-01-13,complaint_or_interpretation,한국교통안전공단의 운행기록데이터 등 제공 관련 법령해석에 관한 건,한국교통안전공단이사장,0,,,제12조;제13조;제15조;제17조;제18조;제20조;제25조;제26조;제27조;제28조;제2조;제30조;제31조;제33조;제38조;제48조;제55조;제59조;제9조,유출·침해;목적 외 이용;제3자 제공;안전조치 미흡;민감정보·고유식별정보;처리위탁,/home/bpkim/pipc/data/raw/decisions/947.xml
1331,2020-02-10,complaint_or_interpretation,한국도로공사의 적재중량 초과 차량정보 처리 관련 법령해석에 관한 건,한국도로공사 사장,0,,,제18조;제22조;제25조;제39조;제77조;제79조,유출·침해;영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1331.xml
1333,2020-02-24,complaint_or_interpretation,국회 인사청문회를 위한 개인정보 제공 관련 법령해석에 관한 건,○○○ 국회의원,0,,,제10조의2;제128조;제12조;제14조;제18조;제1조;제23조;제2조;제31조의2;제4조;제5조;제65조의2;제8조,유출·침해;동의·고지 위반;목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1333.xml
1341,2020-06-08,complaint_or_interpretation,성동구의 개인영상정보 열람요구 관련 법령해석에 관한 건,성동구청장,0,,,제13조;제16조;제18조;제25조;제47조,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;정보주체 권리보장,/home/bpkim/pipc/data/raw/decisions/1341.xml
495,2021-01-27,complaint_or_interpretation,남산도서관의 체온 카메라 및 신분증 자동 인식기 설치ㆍ운영에 대한 법령해석에 관한 건,서울특별시교육청 남산도서관장,0,,,,동의·고지 위반,/home/bpkim/pipc/data/raw/decisions/495.xml
523,2021-05-26,complaint_or_interpretation,부산광역시경찰청의 이동형 IP카메라 사용을 위한 법령해석에 관한 건,부산광역시경찰청장,0,,,제25조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/523.xml
561,2021-10-13,complaint_or_interpretation,법원의 사실조회 신청에 따른 시ㆍ군ㆍ구의 출입국 사실증명 발급 관련 법령해석에 관한 건,은평구청장,0,,,,,/home/bpkim/pipc/data/raw/decisions/561.xml
685,2022-03-23,complaint_or_interpretation,서울본부세관의 마약 범죄 수사를 위한 IP카메라 설치ㆍ운영 관련 법령해석 건,서울세관장,0,,,제15조,유출·침해;보유기간·파기 위반,/home/bpkim/pipc/data/raw/decisions/685.xml
949,2014-07-28,data_provision_request,보건의료기관개설자의 개인정보 제공 요청 건,,0,,,제18조;제27조;제47조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/949.xml
1139,2017-01-09,data_provision_request,외국인 중도입국자녀 공교육 진입 지원을 위한 개인정보 제공에 관한 건,법무부장관,0,,,제18조;제28조;제2조;제4조;제6조;제84조;제92조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1139.xml
1135,2017-01-23,data_provision_request,국제표준이름식별기호(ISNI) 관련 국립중앙도서관의 개인정보 제공에 관한 건,국립중앙도서관장,0,,,제17조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1135.xml
1073,2017-07-24,data_provision_request,운전면허 수시 적성검사를 위한 치매질환자 개인정보 제공에 관한 건,국민건강보험공단,0,,,제18조;제19조;제23조;제58조;제7조;제87조의3;제89조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1073.xml
963,2017-09-25,data_provision_request,외교부의 재외국민등록자 개인정보 제공에 관한 건,외교부장관,0,,,제119조;제18조;제2조;제38조;제3조;제4조;제61조;제71조;제84조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/963.xml
1035,2017-11-13,data_provision_request,국가배상금을 지급받은 보훈급여금 수령자의 개인정보 제공에 관한 건,국가보훈처장,0,,,제18조;제29조;제2조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1035.xml
1071,2017-11-27,data_provision_request,행정안전부의 장애인 관련 통계작성을 위한 개인정보 제공에 관한 건,행정안전부장관,0,,,제17조;제18조;제24조;제58조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1071.xml
1043,2017-12-11,data_provision_request,교통량 분석 통계작성을 위한 개인정보 제공에 관한 건,단양경찰서장,0,,,제17조;제18조;제2조;제3조;제58조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1043.xml
1049,2017-12-11,data_provision_request,과세특례제도 운영을 위한 해외이주 신고자 개인정보 제공에 관한 건,국세청장,0,,,제114조;제116조;제117조;제118조의18;제18조;제24조의2;제38조;제68조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1049.xml
1053,2018-01-08,data_provision_request,주택용 소방시설 무상 지원ㆍ보급을 위한 개인정보 제공에 관한 건,소방청장,0,,,제18조;제2조;제3조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1053.xml
1047,2018-03-26,data_provision_request,기초생활보장 신규 수급권자 발굴 및 안내를 위한 개인정보 제공에 관한 건,보건복지부장관,0,,,제10조;제14조;제18조;제23조;제27조;제29조;제3조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1047.xml
1055,2018-05-14,data_provision_request,예금보험기금 회수를 위한 국민연금 가입자 개인정보 제공에 관한 건,국민연금공단 이사장,0,,,제12조의5;제18조;제1조;제21조의2;제21조의3;제2조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1055.xml
997,2018-07-09,data_provision_request,법무부의 난민 자녀 공교육 진입 지원을 위한 개인정보 제공에 관한 건,법무부장관,0,,,제12조;제18조;제28조;제31조;제4조;제8조;제8조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/997.xml
35,2018-07-23,data_provision_request,신용보증기금의 구상권 행사를 위한 국민건강보험공단 보유 개인정보 제공 요청에 관한 건,신용보증기금 이사장,0,,,제18조;제1조;제23조;제26조;제43조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/35.xml
115,2018-08-27,data_provision_request,독거인 모니터링 시스템 구축을 위한 한국전력공사 보유 개인정보 제공 요청에 관한 건,부산광역시장,0,,,제18조;제27조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/115.xml
59,2018-09-10,data_provision_request,인천광역시의 수도요금 할인을 위한 기초자치단체 보유 개인정보 제공 요청에 관한 건,인천광역시 상수도사업본부장,0,,,제17조;제18조;제24조의2;제32조의3;제33조;제35조;제38조;제40조;제53조;제53조의2;제67조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/59.xml
129,2018-10-01,data_provision_request,"퇴직공제제도 고지업무를 위한 행정안전부, 대법원 보유 개인정보 제공 요청에 관한 건",건설근로자공제회,0,,,제14조;제18조;제19조;제19조의2;제24조;제24조의2;제5조;제63조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/129.xml
111,2018-10-29,data_provision_request,병무청의 병역의무자 병적관리를 위한 법무부 보유 개인정보 제공에 관한 건,병무청장,0,,,제157조;제18조;제24조의2;제2조;제39조;제3조;제5조;제70조;제80조;제81조의2;제8조;제9조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/111.xml
149,2018-11-26,data_provision_request,육군본부의 무공훈장 찾아주기 사업을 위한 국가보훈처 보유 개인정보 제공에 관한 건,국가보훈처장,0,,,제13조;제18조;제21조;제23조;제29조;제33조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/149.xml
153,2018-11-26,data_provision_request,경기도 연천군의 쓰레기 불법투기 단속을 위한 군부대 보유 개인정보 제공에관한 건,경기도 연천군수,0,,,제18조;제22조;제2조;제39조;제68조;제8조;제9조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/153.xml
161,2018-12-10,data_provision_request,정부청사관리본부의 채권회수를 위한 세무서 보유 개인정보 제공에 관한 건,행정안전부 정부청사관리본부장,0,,,제14조의2;제18조;제23조;제24조의2;제2조;제30조;제32조;제38조;제68조;제6조;제72조;제73조;제81조의13;제82조;제84조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/161.xml
199,2019-01-14,data_provision_request,양구군의 쓰레기 불법투기 과태료 부과를 위한 렌터카업체 보유 개인정보 제공에 관한 건,양구군수,0,,,제18조;제22조;제2조;제39조;제68조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/199.xml
233,2019-02-11,data_provision_request,경기북부시설단의 채권관리사무를 위한 외교부 보유 개인정보 제공 요청에 관한 건,경기북부시설단장,0,,,제15조;제17조;제18조;제6조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/233.xml
1441,2019-02-11,data_provision_request,중앙행정기관의 제품 사고조사를 위한 한국소비자원 보유 개인정보 제공 요청에 관한 건,국가기술표준원장,0,,,제15조;제17조;제23조;제2조;제39조;제52조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1441.xml
207,2019-02-25,data_provision_request,국토교통부의 사업용 자동차 운전자 관리업무를 위한 경찰청 보유 개인정보 제공에 관한 건,경찰청장,0,,,제10조의2;제15조의2;제18조;제20조;제23조;제24조;제24조의2;제27조;제45조의2;제54조;제58조의3;제62조;제70조;제87조;제94조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/207.xml
235,2019-02-25,data_provision_request,충청남도발달장애인지원센터의 발달장애인 복지지원정보 안내를 위한 충청남도 내 시ㆍ군 보유 개인정보 제공 요청에 관한 건,한국장애인개발원,0,,,제17조;제18조;제19조;제23조;제34조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/235.xml
241,2019-02-25,data_provision_request,천안시 서북구 보건소의 대상포진 예방접종 업무를 위한 천안시 보유 개인정보 제공 요청에 관한 건,천안시 서북구 보건소장,0,,,제11조;제18조;제24조의2;제26조의2;제32조의3;제33조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/241.xml
1449,2019-03-25,data_provision_request,공법보훈단체의 회원관리 등 업무를 위한 국가보훈처 보유개인정보 제공에 관한 건,국가보훈처장,0,,,제16조;제18조;제2조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1449.xml
229,2019-04-08,data_provision_request,오산시시설관리공단의 공영주차장 미납요금 징수를 위한 오산시차량등록사업소 보유 개인정보 제공에 관한 건,오산시차량등록사업소장,0,,,제114조;제11조;제13조;제14조;제18조;제76조;제77조;제7조;제8조;제9조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/229.xml
245,2019-04-08,data_provision_request,전라남도의 자체감사를 위한 동부지역본부 보유 CCTV 영상정보 제공 요청에 관한 건,전라남도지사,0,,,제10조;제12조;제18조;제19조;제20조;제2조;제3조;제5조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/245.xml
1365,2019-05-13,data_provision_request,교육청의 유치원 취학 수요조사를 위한 지방자치단체 보유 개인정보 제공 요청에 관한 건,교육부장관,0,,,제17조;제17조의2;제18조;제8조;제9조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1365.xml
1349,2019-05-27,data_provision_request,천안시시설관리공단의 공원주차장 사용료 감면을 위한 차량등록사업소 보유 개인정보 제공 요청에 관한 건,천안시시설관리공단이사장,0,,,제14조;제16조;제18조;제19조;제20조;제40조;제76조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1349.xml
1397,2019-06-10,data_provision_request,서울보증보험㈜의 대출보증을 위한 국토교통부 보유 개인정보 제공에 관한 건,국토교통부장관,0,,,제15조;제18조;제22조;제26조;제45조;제4조;제7조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1397.xml
1383,2019-07-08,data_provision_request,주택용 소방시설 무상보급을 위한 개인정보 제공 요청에 관한 건,소방청장,0,,,제18조;제23조;제27조의2;제2조;제3조;제4조;제5조;제6조;제8조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1383.xml
1409,2019-07-22,data_provision_request,지역책임부대의 통합방위사태 대응 등을 위한 지방자치단체 보유 통합관제센터 영상정보 제공 요청에 관한 건,제53보병사단장,0,,,제11조;제14조;제18조;제20조;제2조;제3조;제58조;제5조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1409.xml
1437,2019-08-26,data_provision_request,공주시 보건소의 대상포진 예방접종 업무를 위한 공주시 보유 개인정보 제공 요청에 관한 건,공주시 보건소장,0,,,제11조;제18조;제24조의2;제26조의2;제33조의2,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1437.xml
1419,2019-09-23,data_provision_request,울산광역시발달장애인지원센터의 발달장애인 복지지원정보 안내를 위한 울산시 관내 구ㆍ군 보유 개인정보 제공 요청에 관한 건,한국장애인개발원,0,,,제17조;제18조;제19조;제23조;제34조,목적 외 이용,/home/bpkim/pipc/data/raw/decisions/1419.xml
1427,2019-10-14,data_provision_request,○○○항공의 항공기 관리업무를 위한 인천국제공항공사 보유 CCTV 영상정보 제공 요청에 관한 건,○○○항공 대표이사,0,,,제17조;제18조;제257조;제90조;제91조;제92조,영상정보 처리,/home/bpkim/pipc/data/raw/decisions/1427.xml
