decision_id,decision_date,year,year_num,period,post_2020,post_2022,document_category,category_label,meeting_type,decision_type,applicant,title,sanction_strength,monetary_amount,log_monetary_amount,has_monetary_amount,document_length,order_length,reason_length,topic_cluster,topic_label,topic_subtitle,sanction_types,case_type,sanction_개선권고,sanction_고발,sanction_공표명령,sanction_과징금,sanction_과태료,sanction_시정명령,sanction_주의,case_국외이전,case_동의_고지_위반,case_목적_외_이용,case_민감정보_고유식별정보,case_보유기간_파기_위반,case_아동_개인정보,case_안전조치_미흡,case_영상정보_처리,case_유출_침해,case_접근권한_내부통제,case_정보주체_권리보장,case_제3자_제공,case_처리위탁,factor_고유식별정보_포함_여부,factor_고의_또는_중과실,factor_공표_또는_시정명령_여부,factor_국외이전_고지_동의_여부,factor_금전_제재_여부,factor_내부통제_및_안전조치_수준,factor_동의_적법성,factor_민감정보_포함_여부,factor_반복성,factor_사후_시정_노력,factor_수집_이용_목적_명확성,factor_위반_기간,factor_정보주체_규모,factor_제3자_제공_또는_위탁_구조,factor_피해_발생_또는_위험_발생,issue_01,issue_02,issue_03,issue_04,issue_05,issue_06,issue_07,issue_08,issue_09,issue_10,issue_11,sector_통신,sector_플랫폼_광고,sector_공공,sector_의료_보건,sector_금융_보험,sector_식음료_프랜차이즈,sector_숙박_여행,sector_교육_아동,sector_모빌리티_교통,sector_게임_콘텐츠,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied
10001,2024-11-27,2024,2024.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,행정안전부장관,「지방세특례제한법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,242,55,32,7.0,지방세·지방재정 법령 개인정보 평가,지방세 및 지방행정 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,2025-06-25,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,행정안전부장관,「행정사법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,228,50,32,47.0,행정·전자정부 법령 침해평가,행정 및 전자정부 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,2025-06-25,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,행정안전부장관,「행정사법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,213,45,32,47.0,행정·전자정부 법령 침해평가,행정 및 전자정부 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007,2025-06-25,2025,2025.0,2022-2026,1,1,other,기타,제 1 소 위 원 회,심의ㆍ의결,,,0,,,0,147,106,32,-1.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
10009,2025-07-23,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,,심의ㆍ의결,(재)전남테크노파크 (사업자등록번호 : ),개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,98000000.0,18.400478046838927,1,8347,445,7760,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,과징금;과태료;공표명령,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
1001,2014-06-09,2014,2014.0,2012-2017,0,0,complaint_or_interpretation,민원·해석,,결 정,,"건강보험증 송달 관련 민원처리의 건1. 주 문민원인 정OO(울산광역시 북구 거주)이 국민건강보험공단의 건강보험증 송달과 관련하여 제기한 민원에 대하여 다음과 같이 민원인에게 통지한다.“건강보험증은 우편봉투에 봉함되어 송달되고, 「우편법」에 따라 무단개봉, 훼손 등의 경우 처벌되는 등 제도적인 안전성이 마련되어 있으며, 「국세기본법」, 「고용보험 및 산업재해보상보험의 보험료징수에 등에 관한 법률」 등에서도 납세고지서, 보험료 관련 서류 등을 일반우편으로 송달할 수 있도록 허용하고 있을 뿐만 아니라, 투표안내문 등 다른 분야에서도 다수의 개인정보가 포함된 서류가 일반우편으로 송달되고 있는 사실을 감안할 때, 일반우편을 통한 건강보험증 송달이 「개인정보 보호법」을 위반한 것으로는 보기 어렵다고 할 것입니다.”2. 배 경민원인이 2014년 4월 29일 국민신문고를 통해 '국민건강보험공단이 건강보험증을 개인에게 송달함에 있어 등기우편이 아닌 일반우편으로 송달하고 있어 개선이 필요하며, 동 송달행위가 개인정보보호 관련 법령 위반이 아닌지 여부와 국민건강보험공단이 현재의 송달방법을 시정하지 않겠다고 밝혔는데 이에 대한 개인정보보호위원회의 공식적인 입장이 무엇인지’ 문의하는 내용의 민원을 제기하였다.",0,,,0,2623,0,1347,5.0,개인정보 처리·제공 관련 질의,공공기관의 개인정보 이용·제공·송달에 관한 민원 및 질의 응답,,유출·침해;동의·고지 위반;정보주체 권리보장,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10011,2025-07-09,2025,2025.0,2022-2026,1,1,data_provision_request,개인정보 제공 요청,제 1 소 위 원 회,심의ㆍ의결,관세청장,관세청의 통관 업무 수행을 위한 출입국ㆍ외국인청 보유 개인정보 제공 요청에 관한 건,0,,,0,337,149,32,0.0,기관간 개인정보 목적외 제공,공공기관 업무 수행을 위한 보유 개인정보 제공 요청,,목적 외 이용,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10013,2025-07-23,2025,2025.0,2022-2026,1,1,other,기타,제 1 소 위 원 회,심의ㆍ의결,,,0,,,0,147,105,33,10.0,공공기관 보유 개인정보 목적 외 이용,행정·복지·징수 업무 위한 개인정보 처리 적법성 심의,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10015,2025-06-25,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,,심의ㆍ의결,,,4,55200000.0,17.826473529363266,1,193,176,8,2.0,동의·고지 의무 위반 사례,개인정보 수집·이용 시 동의 및 고지 의무 위반 결정,과징금;과태료;공표명령,동의·고지 위반,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
10017,2025-07-23,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,,심의ㆍ의결,주식회사 잡보스대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,2,,,0,3214,3064,0,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,시정명령,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;정보주체 권리보장,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
10019,2025-07-23,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,제 2 소 위 원 회,심의ㆍ의결,이화의대부속서울병원 (사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,1200000.0,13.997832948091215,1,5635,162,5328,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,과태료,유출·침해;동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
10021,2025-07-23,2025,2025.0,2022-2026,1,1,other,기타,,심의ㆍ의결,"에 대하여 다음과 같이 시정조치를 명한다.가. 향후 이벤트 진행 등 업무 수행 시 법적 근거 없이 한국 정보주체의 주민등록번호가 처리되지 않도록 조치할 것나. 피심인은 가.의 조치를 이행하고, 시정명령 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행 결과를 제출할 것2. 피심인에 대하여 다음과 같이 과징금을 부과한다.가. 과 징 금 : 93,700,000원나. 납부기한 : 고지서에 명시된 납부기한 이내다. 납부장소 : 한국은행 국고수납 대리점",,4,100000000.0,18.420680753952364,1,6180,0,5909,5.0,개인정보 보호 개선권고,동의·고지·유출 관련 보호조치 개선권고 사례,과징금;과태료;시정명령,유출·침해;동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0
10023,2025-07-23,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,제 2 소 위 원 회,심의ㆍ의결,㈜키콕스파트너스 (사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,6300000.0,15.656060350091908,1,6556,162,6251,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,과태료,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;정보주체 권리보장,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0
10025,2025-07-23,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,,심의ㆍ의결,㈜해성디에스 (사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,343000000.0,19.653241008045665,1,6326,432,5753,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,과징금;공표명령,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
10027,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「자동차관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,235,52,31,18.0,자동차 관련 법령 개인정보 평가,자동차·도로 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10029,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,환경부장관,「지하수법 시행령 및 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,1,,,0,360,166,32,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1003,2020-10-14,2020,2020.0,2018-2021,1,0,data_provision_request,개인정보 제공 요청,제 1 소 위 원 회,심의ㆍ의결,부산해양경찰서장,부산해양경찰서의 업무 수행을 위한 남항관리사업소 보유 CCTV 영상정보 제공 요청에 관한 건,0,,,0,321,117,32,-1.0,,,,영상정보 처리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
10031,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,산업통상자원부장관,「국가기간 전력망 확충 특별법 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,1,,,0,298,98,32,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10033,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「항공기등록규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,216,41,31,19.0,항공·드론 법령 개인정보 평가,항공안전·보안·공항·드론 분야 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10035,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,산업통상자원부장관,「전기안전관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,244,56,32,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,산업통상자원부장관,「전기용품 및 생활용품 안전관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,274,66,32,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,해양경찰청장,「해양에서 발생한 재난의 긴급구조활동 평가에 관한규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,281,68,32,21.0,해양·수상안전 법령 개인정보 평가,해양경찰·수상레저·수난구조 법령안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,인사혁신처장,「소청절차규정」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,218,47,32,8.0,공무원 인사·복무 법령 침해평가,공무원 인사·윤리·징계·연금 관련 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국방부장관,「법원이 재판권을 가지는 군인 등의 범죄에 대한 수사절차 등에 관한 규정」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,317,81,32,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국방부장관,「군보건의료에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,246,56,32,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10047,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,금융위원회위원장,「자본시장과 금융투자업에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,268,63,32,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10049,2025-06-11,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,제 2 소 위 원 회,심의ㆍ의결,더블에스컴퍼니 (사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,4500000.0,15.319588176962746,1,3937,102,3693,-1.0,,,과태료,유출·침해;동의·고지 위반;영상정보 처리,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
1005,2014-05-12,2014,2014.0,2012-2017,0,0,complaint_or_interpretation,민원·해석,,결 정,,「개인정보 보호법」 제6조 및 제18조 관련 해석의 건 (개인정보보호위원회 심의ㆍ의결 통보사항에 대한 안전행정부의 추가질의 관련 법령해석의 건),1,,,0,8416,423,7788,-1.0,,,개선권고,동의·고지 위반;목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
10051,2025-08-13,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,금융위원회 위원장,「금융소비자 보호에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,260,60,32,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10053,2025-06-11,2025,2025.0,2022-2026,1,1,enforcement,법규 위반·제재,제 2 소 위 원 회,심의ㆍ의결,㈜조선호텔앤리조트 조선팰리스강남(사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,1200000.0,13.997832948091215,1,4139,102,3886,-1.0,,,과태료,유출·침해;동의·고지 위반;영상정보 처리;정보주체 권리보장,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
10055,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「부동산투자회사법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,1,,,0,278,90,32,23.0,부동산·주택 법령 개인정보 평가,부동산 및 주택 관련 법령 개정안의 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10057,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「대도시권 광역교통 관리에 관한 특별법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,276,67,31,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10059,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「부동산투자회사법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,239,54,31,23.0,부동산·주택 법령 개인정보 평가,부동산 및 주택 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10061,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,농림축산식품부장관,「푸드테크산업 육성에 관한 법률 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,264,62,32,25.0,농식품 분야 법령 개인정보 침해평가,농업·식품·바이오 관련 시행령·규칙 제정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10063,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,농림축산식품부장관,「푸드테크산업 육성에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,263,63,32,25.0,농식품 분야 법령 개인정보 침해평가,농업·식품·바이오 관련 시행령·규칙 제정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,법제처장,청각장애인 등 사회적 약자의 차별 완화를 위한 4개 법령의 일부개정안에 관한 부령안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,313,78,32,35.0,장애인·영유아 법령 침해평가,사회적 약자 보호 법령 개정안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,2025-08-27,2025,2025.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,법제처장,청각장애인 등 사회적 약자의 차별 완화를 위한 4개 법령의 일부개정안에 관한 대통령령안에 대한 개인정보 침해요인 평가에 관한 건,0,,,0,318,79,32,35.0,장애인·영유아 법령 침해평가,사회적 약자 보호 법령 개정안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10069,2024-11-04,2024,2024.0,2022-2026,1,1,enforcement,법규 위반·제재,,심의ㆍ의결,,,4,21613000000.0,23.79656082249446,1,512,495,8,2.0,동의·고지 의무 위반 사례,개인정보 수집·이용 시 동의 및 고지 의무 위반 결정,과징금;과태료;시정명령,동의·고지 위반;정보주체 권리보장,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
