decision_id,decision_date,year,year_num,period,post_2020,post_2022,document_category,category_label,meeting_type,decision_type,applicant,title,sanction_strength,monetary_amount,log_monetary_amount,has_monetary_amount,document_length,order_length,reason_length,topic_cluster,topic_label,topic_subtitle,sanction_types,case_type,sanction_개선권고,sanction_고발,sanction_공표명령,sanction_과징금,sanction_과태료,sanction_시정명령,sanction_주의,case_국외이전,case_동의_고지_위반,case_목적_외_이용,case_민감정보_고유식별정보,case_보유기간_파기_위반,case_아동_개인정보,case_안전조치_미흡,case_영상정보_처리,case_유출_침해,case_접근권한_내부통제,case_정보주체_권리보장,case_제3자_제공,case_처리위탁,factor_고유식별정보_포함_여부,factor_고의_또는_중과실,factor_공표_또는_시정명령_여부,factor_국외이전_고지_동의_여부,factor_금전_제재_여부,factor_내부통제_및_안전조치_수준,factor_동의_적법성,factor_민감정보_포함_여부,factor_반복성,factor_사후_시정_노력,factor_수집_이용_목적_명확성,factor_위반_기간,factor_정보주체_규모,factor_제3자_제공_또는_위탁_구조,factor_피해_발생_또는_위험_발생,issue_01,issue_02,issue_03,issue_04,issue_05,issue_06,issue_07,issue_08,issue_09,issue_10,issue_11,sector_통신,sector_플랫폼_광고,sector_공공,sector_의료_보건,sector_금융_보험,sector_식음료_프랜차이즈,sector_숙박_여행,sector_교육_아동,sector_모빌리티_교통,sector_게임_콘텐츠,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied
17,2022-04-27,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,산업통상자원부장관,「광산피해의 방지 및 복구에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,279,69,34,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,2021-09-08,2021,2021.0,2018-2021,1,0,enforcement,법규 위반·제재,,심의ㆍ의결,(사업자등록번호 : ),개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,4200000.0,15.250595321348806,1,3389,251,3008,5.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합 위반에 대한 시정 결정,과태료;시정명령,유출·침해;동의·고지 위반;안전조치 미흡,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1703,2021-09-08,2021,2021.0,2018-2021,1,0,enforcement,법규 위반·제재,,심의ㆍ의결,(사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,4800000.0,15.38412668421143,1,5383,241,5009,5.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합 위반에 대한 시정 결정,과태료;개선권고,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1705,2021-09-08,2021,2021.0,2018-2021,1,0,enforcement,법규 위반·제재,,심의ㆍ의결,(사업자등록번호 : )대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,4800000.0,15.38412668421143,1,4778,458,4187,5.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합 위반에 대한 시정 결정,과태료;시정명령,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;접근권한·내부통제,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1707,2021-09-08,2021,2021.0,2018-2021,1,0,enforcement,법규 위반·제재,,심의ㆍ의결,대표자,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,4,4800000.0,15.38412668421143,1,4712,247,4344,5.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합 위반에 대한 시정 결정,과태료;개선권고,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;접근권한·내부통제,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1709,,,,unknown,0,0,enforcement,법규 위반·제재,,심의ㆍ의결,1 수원시청피 심 인 2,개인정보보호 법규 위반행위에 대한 시정조치 및 개인정보 처리실태 개선권고에 관한 건,4,3600000.0,15.096444681204078,1,10750,1627,8958,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,과태료;공표명령;개선권고,유출·침해;동의·고지 위반;목적 외 이용;안전조치 미흡;민감정보·고유식별정보;접근권한·내부통제;처리위탁;정보주체 권리보장,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0
171,2015-06-08,2015,2015.0,2012-2017,0,0,complaint_or_interpretation,민원·해석,,결 정,경찰청장,경찰청의 웨어러블 카메라 사용의 개인정보보호법령상 가능여부 질의 건,0,,,0,1822,168,1518,-1.0,,,,영상정보 처리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1711,2022-09-14,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,인사혁신처장,「국가공무원법」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,213,48,32,8.0,공무원 인사·복무 법령 침해평가,공무원 인사·윤리·징계·연금 관련 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,2022-09-14,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,원자력안전위원회위원장,「원자력안전법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,294,111,33,5.0,원자력·방사선 법령 개인정보 평가,원자력안전·방사선 관련 법령 제·개정안의 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1715,2022-09-08,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,행정안전부장관,「관보규정」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,205,43,33,47.0,행정·전자정부 법령 침해평가,행정 및 전자정부 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,2022-09-08,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,과학기술정보통신부장관,「방송법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,255,80,32,30.0,방송·통신 분야 시행령 평가,정보통신·방송·우편 관련 하위법령 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,2022-09-14,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,291,73,34,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1723,2022-09-14,2022,2022.0,2022-2026,1,1,data_provision_request,개인정보 제공 요청,제 1 소 위 원 회,심의ㆍ의결,울산광역시장,울산광역시의 승용차요일제 운휴일 준수여부 확인을 위한 울산시 구ㆍ군 보유 영상정보 제공 요청에 관한 건,0,,,0,301,88,32,-1.0,,,,영상정보 처리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1725,2022-09-08,2022,2022.0,2022-2026,1,1,other,기타,제 1 소 위 원 회,심의ㆍ의결,서울시설공단 이사장,서울시설공단의 공영주차장 주차요금 자동감면을 위한주민등록번호 처리에 관한 건,0,,,0,534,348,32,10.0,공공기관 보유 개인정보 목적 외 이용,행정·복지·징수 업무 위한 개인정보 처리 적법성 심의,,동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1727,2022-09-08,2022,2022.0,2022-2026,1,1,data_provision_request,개인정보 제공 요청,제 1 소 위 원 회,심의ㆍ의결,서울올림픽기념국민체육진흥공단 이사장,서울올림픽기념국민체육진흥공단의 장려금 자격상실 및환수를 위한 법무부 보유 개인정보 제공 요청에 관한 건,0,,,0,288,63,32,0.0,기관간 개인정보 목적외 제공,공공기관 업무 수행을 위한 보유 개인정보 제공 요청,,목적 외 이용,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1729,2021-07-28,2021,2021.0,2018-2021,1,0,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,기획재정부장관,「국세징수법」일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,244,79,33,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,2014-12-22,2014,2014.0,2012-2017,0,0,other,기타,,결 정,행정자치부장관,「지방자치법」 시행령 제14조에 대한 개선의견 심의ㆍ의결 건,0,,,0,816,47,636,2.0,주민등록번호 서식 정비 심의,법령 서식의 주민번호 수집 최소화 개선 의결,,민감정보·고유식별정보,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1733,2022-09-14,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,기획재정부장관,「종합부동산세법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,233,53,32,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,2022-09-14,2022,2022.0,2022-2026,1,1,data_provision_request,개인정보 제공 요청,제 1 소 위 원 회,심의ㆍ의결,대구광역시장,대구광역시 빈곤아동 실태조사를 위한 대구시 구ㆍ군 보유 개인정보 제공 요청에 관한 건,0,,,0,330,135,34,-1.0,,,,목적 외 이용,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1737,2022-06-08,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,기획재정부장관,「세무사법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,218,48,33,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,보건복지부장관,「보건의료인력지원법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,403,221,32,43.0,보건의료법령 침해요인평가,보건복지 분야 법령 개정안의 개인정보 침해요인 평가 결과,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1741,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,농림축산식품부장관,「농림축산식품부 소관 식품산업진흥법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,265,60,33,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,보건복지부장관,「전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,285,71,32,43.0,보건의료법령 침해요인평가,보건복지 분야 법령 개정안의 개인정보 침해요인 평가 결과,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,고용노동부장관,「직업안정법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,292,118,32,33.0,고용·노동 법령 개인정보 침해평가,고용·노동 분야 법령 개정안의 개인정보 침해요인 평가 결과,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1747,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,문화체육관광부장관,「도서관법 시행령」 전부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,461,287,32,0.0,문화·관광·체육 법령 개인정보 평가,문화·예술·관광·스포츠 분야 법령안의 개인정보 침해요인 평가 결정,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1749,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,여성가족부장관,「인신매매등방지 및 피해자보호 등에 관한 법률 시행규칙」 제정안에 대한 개인정보 침해요인 평가 결과,0,,,0,280,68,34,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2015-03-23,2015,2015.0,2012-2017,0,0,other,기타,,결 정,,장학금 관련 법령 등의 개인정보 수집 개선의 건,1,,,0,1708,144,1460,1.0,공공부문 개인정보 수집·처리 개선권고,법령·서식상 과다수집 및 민감정보 처리 개선 권고 사례,개선권고,민감정보·고유식별정보,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1753,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,해양수산부장관,「해사안전법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,230,57,33,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,해양수산부장관,「해사안전법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,478,304,32,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1757,2022-09-08,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,소방청장,「소방공무원 승진임용규정 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,242,56,32,31.0,소방·재난안전 법령 침해평가,소방·재난안전 분야 법령 제·개정안 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,2022-09-08,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「공간정보의 구축 및 관리 등에 관한 법률 시행령」에 대한 개인정보 침해요인 평가 결과,1,,,0,349,153,33,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1761,2022-09-28,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,문화체육관광부장관,「도서관법 시행규칙」전부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,310,136,32,0.0,문화·관광·체육 법령 개인정보 평가,문화·예술·관광·스포츠 분야 법령안의 개인정보 침해요인 평가 결정,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1763,2022-09-28,2022,2022.0,2022-2026,1,1,other,기타,제 1 소 위 원 회,심의ㆍ의결,제주특별자치도지사(서귀포시),제주특별자치도선거관리위원회의 선거범죄 조사를 위한 제주특별자치도(서귀포시) 보유 영상정보 제공에 관한 건,0,,,0,320,96,32,-1.0,,,,영상정보 처리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1765,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국토교통부장관,「인신매매등방지 및 피해자보호 등에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,1,,,0,335,124,34,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1767,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,우정사업본부장,「우편법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,225,54,32,30.0,방송·통신 분야 시행령 평가,정보통신·방송·우편 관련 하위법령 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,과학기술정보통신부장관,「전기통신사업법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,241,58,32,30.0,방송·통신 분야 시행령 평가,정보통신·방송·우편 관련 하위법령 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2015-02-23,2015,2015.0,2012-2017,0,0,complaint_or_interpretation,민원·해석,,결 정,서울특별시장,서울특별시의 소송비용 회수를 위한 개인정보 이용 관련 질의 건,0,,,0,2230,118,1979,0.0,공공기관 개인정보 처리 질의,공공부문 목적 외 이용·제공 및 고유식별정보 처리 적법성,,목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1771,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,고용노동부장관,「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,370,141,32,-1.0,,,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1773,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,고용노동부장관,「고용보험법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,1,,,0,291,114,32,33.0,고용·노동 법령 개인정보 침해평가,고용·노동 분야 법령 개정안의 개인정보 침해요인 평가 결과,개선권고,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1775,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국가보훈처장,「국가유공자 등 예우 및 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,263,65,32,-1.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,국가보훈처장,「참전유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가 결과,0,,,0,262,64,32,10.0,유공자예우법령 개인정보 평가,참전·특수임무유공자 예우법 개정안 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,2022-10-12,2022,2022.0,2022-2026,1,1,privacy_impact_review,침해요인 평가,제 2 소 위 원 회,심의ㆍ의결,행정안전부장관,「전자정부법 시행규칙」 제정안에 대한 개인정보 침해요인 평가 결과,0,,,0,221,47,33,47.0,행정·전자정부 법령 침해평가,행정 및 전자정부 관련 법령 개정안의 개인정보 침해요인 평가,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
