decision_id,decision_date,year,document_category,sanction_strength,monetary_amount,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied,issue_id,issue_label
8665,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8667,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8669,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8671,2023-12-27,2023,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8673,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8675,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8677,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8679,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8681,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8683,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8685,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8687,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8689,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8691,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8693,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8695,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8697,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8699,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8701,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8703,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8705,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8707,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8709,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8711,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8713,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8717,2024-02-14,2024,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8719,2024-02-14,2024,enforcement,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8721,2024-02-14,2024,enforcement,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8849,2024-07-10,2024,privacy_impact_review,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8851,2024-05-08,2024,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
8887,2024-06-16,2024,data_provision_request,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
8889,2024-07-10,2024,data_provision_request,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
8891,2024-06-12,2024,enforcement,4,6000000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8897,2024-07-10,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
8925,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8927,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8929,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8935,2024-04-24,2024,enforcement,4,1000000.0,1,1,0,1,1,0,0,4,국외이전·클라우드·데이터 주권
8937,2024-04-24,2024,enforcement,4,5400000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
8985,2024-06-12,2024,enforcement,4,3600000.0,1,1,1,1,0,0,0,4,국외이전·클라우드·데이터 주권
9059,2024-07-24,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9089,2024-08-28,2024,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9103,2024-08-28,2024,data_provision_request,0,,0,0,0,0,1,1,0,4,국외이전·클라우드·데이터 주권
9105,2024-06-26,2024,enforcement,4,67788000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9129,2024-05-22,2024,enforcement,4,15141960000.0,1,1,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9137,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9139,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9149,2024-08-28,2024,enforcement,4,19000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9163,2024-07-10,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9165,2024-07-10,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9169,2024-07-10,2024,enforcement,2,,0,0,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9177,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,4,국외이전·클라우드·데이터 주권
9179,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,4,국외이전·클라우드·데이터 주권
9181,2024-07-24,2024,enforcement,4,4800000.0,1,1,1,1,1,0,0,4,국외이전·클라우드·데이터 주권
9183,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,1,1,0,0,4,국외이전·클라우드·데이터 주권
9185,2024-07-24,2024,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9187,2024-08-28,2024,enforcement,4,7800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9189,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9191,2024-08-28,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9197,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9199,2024-06-12,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9201,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9203,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9205,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9209,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9211,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9215,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9219,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9221,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9225,2024-09-25,2024,enforcement,4,224000000.0,1,1,1,0,1,0,0,4,국외이전·클라우드·데이터 주권
9227,2024-09-25,2024,other,2,,0,0,0,1,1,1,1,4,국외이전·클라우드·데이터 주권
9229,2024-09-25,2024,enforcement,4,483000000.0,1,1,1,0,1,0,0,4,국외이전·클라우드·데이터 주권
9233,2024-10-23,2024,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9253,2024-07-24,2024,enforcement,4,1978000000.0,1,1,0,1,1,0,0,4,국외이전·클라우드·데이터 주권
9267,2023-12-13,2023,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9271,2024-09-11,2024,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9275,2024-10-23,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9277,2024-10-23,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9303,2024-11-13,2024,enforcement,4,193000000.0,1,1,0,1,1,0,0,4,국외이전·클라우드·데이터 주권
9309,2024-11-04,2024,enforcement,4,2700000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9311,2024-11-13,2024,enforcement,4,42800000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9313,2024-11-04,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9315,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9317,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9319,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9321,2024-11-04,2024,enforcement,4,7700000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9323,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9325,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9327,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9329,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9331,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9333,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9335,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9337,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9339,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9341,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9343,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9345,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9347,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9349,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9351,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9353,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9355,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9357,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9359,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9361,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9363,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9365,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9367,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9369,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9371,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9375,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9377,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9379,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9401,2024-10-23,2024,enforcement,2,,0,0,0,1,1,0,0,4,국외이전·클라우드·데이터 주권
9407,2024-11-13,2024,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9411,2024-10-23,2024,enforcement,4,4200000.0,1,1,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9413,2024-10-23,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9417,2024-11-04,2024,enforcement,4,9591000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9419,2024-11-04,2024,enforcement,4,51100000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9435,2024-09-25,2024,enforcement,4,725000000.0,1,1,0,1,1,0,0,4,국외이전·클라우드·데이터 주권
9443,2024-09-25,2024,enforcement,4,379000000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9445,2024-12-11,2024,other,0,,0,0,0,0,0,0,1,4,국외이전·클라우드·데이터 주권
9447,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9449,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9451,2024-11-27,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9457,2024-11-27,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
947,2020-01-13,2020,complaint_or_interpretation,0,,0,0,0,0,0,1,1,4,국외이전·클라우드·데이터 주권
9477,2024-09-25,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9479,2024-09-25,2024,enforcement,4,6600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9483,2024-11-04,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9485,2024-11-04,2024,enforcement,4,8700000.0,1,1,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9487,2024-11-04,2024,enforcement,2,,0,0,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9489,2024-09-25,2024,enforcement,4,6300000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
951,2012-10-22,2012,other,0,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9531,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9537,2022-09-14,2022,enforcement,4,30806000000.0,1,1,1,1,0,0,0,4,국외이전·클라우드·데이터 주권
9539,2024-08-28,2024,enforcement,4,3600000.0,1,1,1,1,1,0,0,4,국외이전·클라우드·데이터 주권
9541,2024-08-28,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9545,2025-01-08,2025,enforcement,4,207000000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9563,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9569,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
957,2012-11-12,2012,complaint_or_interpretation,0,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9585,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9589,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9591,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9593,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9595,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9597,2025-02-12,2025,other,0,,0,0,0,0,0,1,1,4,국외이전·클라우드·데이터 주권
9605,2025-01-22,2025,enforcement,4,1432000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
963,2017-09-25,2017,data_provision_request,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9669,2022-06-08,2022,enforcement,4,10000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9671,2024-05-08,2024,enforcement,4,7504000000.0,1,1,1,1,0,0,0,4,국외이전·클라우드·데이터 주권
9673,2022-06-08,2022,enforcement,4,10000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9675,2024-05-08,2024,enforcement,4,7504000000.0,1,1,1,1,0,0,0,4,국외이전·클라우드·데이터 주권
9683,2025-01-22,2025,enforcement,4,503000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9713,2025-02-26,2025,other,1,,0,0,0,0,1,1,0,4,국외이전·클라우드·데이터 주권
9735,2021-01-27,2021,other,1,,0,0,0,0,1,1,0,4,국외이전·클라우드·데이터 주권
9793,2025-04-23,2025,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9795,2025-05-14,2025,enforcement,4,14400000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9797,2025-05-14,2025,enforcement,4,7500000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9829,2025-05-14,2025,enforcement,2,,0,0,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9831,2025-05-14,2025,enforcement,4,12000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9833,2025-05-14,2025,enforcement,2,,0,0,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9837,2025-05-28,2025,other,0,,0,0,0,0,0,1,0,4,국외이전·클라우드·데이터 주권
9859,2025-06-25,2025,enforcement,4,4200000.0,1,1,1,0,1,0,0,4,국외이전·클라우드·데이터 주권
9861,2025-06-25,2025,enforcement,4,1800000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9863,2025-06-25,2025,enforcement,4,1800000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9865,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9867,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9869,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
987,2018-04-23,2018,public_system_inspection,0,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9873,2025-04-23,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9875,2025-04-23,2025,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9877,2025-03-12,2025,enforcement,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9879,2025-03-12,2025,enforcement,4,2400000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9881,2024-11-04,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9883,2025-04-09,2025,enforcement,4,2700000.0,1,1,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
9885,2025-03-12,2025,enforcement,4,1200000.0,1,1,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9887,2025-03-12,2025,enforcement,4,5400000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9889,2025-04-23,2025,enforcement,4,5400000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9891,2025-04-23,2025,other,1,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9893,2024-10-23,2024,enforcement,4,105173000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9905,2025-02-12,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9909,2024-10-23,2024,enforcement,4,18000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9911,2024-10-23,2024,enforcement,4,18000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9917,2025-02-12,2025,enforcement,4,2700000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
993,2016-04-25,2016,public_system_inspection,0,,0,0,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9941,2024-06-12,2024,enforcement,4,6000000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9943,2024-10-23,2024,enforcement,4,4200000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9945,2025-04-23,2025,enforcement,4,2100000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9947,2024-10-23,2024,enforcement,4,3600000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9951,2025-05-14,2025,enforcement,4,7200000.0,1,1,1,0,0,0,0,4,국외이전·클라우드·데이터 주권
9953,2025-05-14,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
9971,2025-05-14,2025,other,4,879000000.0,1,1,0,1,0,0,0,4,국외이전·클라우드·데이터 주권
9973,2025-06-25,2025,other,4,100000000.0,1,1,0,0,0,0,0,4,국외이전·클라우드·데이터 주권
999,2014-07-30,2014,other,1,,0,0,0,0,1,0,0,4,국외이전·클라우드·데이터 주권
10009,2025-07-23,2025,enforcement,4,98000000.0,1,1,1,0,0,0,0,5,자동화된 결정·AI·설명가능성
10103,2025-06-11,2025,enforcement,4,32423000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10131,2025-08-27,2025,enforcement,4,134791000000.0,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
1029,2017-04-24,2017,public_system_inspection,0,,0,0,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10311,2025-05-14,2025,public_system_inspection,1,,0,0,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
10313,2025-05-14,2025,public_system_inspection,1,,0,0,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
10323,2023-11-22,2023,other,0,,0,0,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10371,2025-04-09,2025,enforcement,4,53600000.0,1,1,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
10441,2026-01-28,2026,enforcement,2,,0,0,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
10461,2025-11-20,2025,enforcement,4,523000000.0,1,1,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
10467,2026-03-25,2026,enforcement,4,378000000.0,1,1,1,0,1,0,0,5,자동화된 결정·AI·설명가능성
10481,2025-01-08,2025,enforcement,4,5400000.0,1,1,1,0,0,0,0,5,자동화된 결정·AI·설명가능성
10489,2025-11-20,2025,enforcement,4,60600000.0,1,1,1,0,0,1,0,5,자동화된 결정·AI·설명가능성
10493,2025-11-20,2025,enforcement,4,,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10511,2025-06-25,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10513,2025-11-20,2025,enforcement,2,,0,0,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
10533,2025-09-10,2025,enforcement,4,4800000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
10543,2025-11-20,2025,enforcement,4,100000000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
1461,2022-04-27,2022,enforcement,4,1000000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
1617,2022-05-25,2022,enforcement,1,,0,0,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
1623,2022-05-25,2022,enforcement,4,3600000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
1671,2021-09-08,2021,enforcement,4,4800000.0,1,1,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
1673,2021-09-08,2021,enforcement,4,4800000.0,1,1,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
1691,2021-09-08,2021,enforcement,4,4800000.0,1,1,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
1693,2021-09-08,2021,enforcement,4,4800000.0,1,1,0,1,0,0,0,5,자동화된 결정·AI·설명가능성
1801,2022-09-28,2022,enforcement,4,3600000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
1977,2022-09-14,2022,enforcement,4,69241000000.0,1,1,1,1,0,0,0,5,자동화된 결정·AI·설명가능성
1979,2022-09-14,2022,enforcement,4,30806000000.0,1,1,1,1,0,0,0,5,자동화된 결정·AI·설명가능성
2065,2022-09-14,2022,enforcement,4,3000000.0,1,1,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
213,2019-05-13,2019,other,0,,0,0,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
2223,2021-08-25,2021,enforcement,4,4483000000.0,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
4777,2023-10-25,2023,enforcement,4,33713000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
4805,2023-10-11,2023,enforcement,4,6000000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
4815,2023-10-25,2023,other,0,,0,0,0,0,0,1,0,5,자동화된 결정·AI·설명가능성
4933,2023-05-10,2023,enforcement,4,9000000.0,1,1,1,1,1,0,1,5,자동화된 결정·AI·설명가능성
4939,2023-05-10,2023,enforcement,4,9000000.0,1,1,1,1,1,0,1,5,자동화된 결정·AI·설명가능성
4941,2023-05-10,2023,enforcement,4,4200000.0,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
4943,2023-05-10,2023,enforcement,4,9000000.0,1,1,1,1,1,0,1,5,자동화된 결정·AI·설명가능성
5043,2023-07-12,2023,enforcement,4,,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
5047,2023-07-12,2023,enforcement,4,6800452000.0,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
5053,2023-07-26,2023,enforcement,4,3600000.0,1,1,0,0,1,0,0,5,자동화된 결정·AI·설명가능성
549,2021-10-13,2021,other,0,,0,0,0,0,0,0,1,5,자동화된 결정·AI·설명가능성
6209,2022-09-14,2022,enforcement,4,11400000.0,1,1,1,1,0,0,0,5,자동화된 결정·AI·설명가능성
6229,2022-11-16,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,5,자동화된 결정·AI·설명가능성
6275,2023-06-27,2023,enforcement,4,6600000.0,1,1,1,0,0,0,0,5,자동화된 결정·AI·설명가능성
6323,2023-06-14,2023,enforcement,4,4200000.0,1,1,1,1,0,0,0,5,자동화된 결정·AI·설명가능성
6329,2023-07-26,2023,enforcement,4,4200000.0,1,1,1,1,1,0,0,5,자동화된 결정·AI·설명가능성
